"gesamtsumme_unfaelle","gesamtsumme_uanzbet","gesamtsumme_uanzgetoe","gesamtsumme_uanzschwer","gesamtsumme_uanzleicht","gesamtsumme_uanzfzbenutz","gesamtsumme_uanzgefaehrdete"
230466,463881,2435,46562,263471,651050,626274
